0 ; 25 ; red ; 3
10 ; 25 ; red ; 3
20 ; 25 ; red ; 3
30 ; 25 ; red ; 3
40 ; 25 ; red ; 3
50 ; 25 ; red ; 3
60 ; 25 ; red ; 3
70 ; 25 ; red ; 3
80 ; 25 ; red ; 3
90 ; 25 ; red ; 3
100 ; 25 ; red ; 3
110 ; 25 ; red ; 3
120 ; 25 ; red ; 3
130 ; 25 ; red ; 3
140 ; 25 ; red ; 3
150 ; 25 ; red ; 3
160 ; 25 ; red ; 3
170 ; 25 ; red ; 3
180 ; 25 ; red ; 3
190 ; 25 ; red ; 3
200 ; 25 ; red ; 3
210 ; 25 ; red ; 3
220 ; 25 ; red ; 3
230 ; 25 ; red ; 3
240 ; 25 ; red ; 3
250 ; 25 ; red ; 3
260 ; 25 ; red ; 3
270 ; 25 ; red ; 3
280 ; 25 ; red ; 3
290 ; 25 ; red ; 3
300 ; 25 ; red ; 3
310 ; 25 ; red ; 3
320 ; 25 ; red ; 3
330 ; 25 ; red ; 3
340 ; 25 ; red ; 3
350 ; 25 ; red ; 3
360 ; 25 ; red ; 3
370 ; 25 ; red ; 3
380 ; 25 ; red ; 3
390 ; 25 ; red ; 3
400 ; 25 ; red ; 3
410 ; 25 ; red ; 3
420 ; 25 ; red ; 3
430 ; 25 ; red ; 3
440 ; 25 ; red ; 3
450 ; 25 ; red ; 3
460 ; 25 ; red ; 3
470 ; 25 ; red ; 3
480 ; 25 ; red ; 3
490 ; 25 ; red ; 3
500 ; 25 ; red ; 3
0 ; 50 ; red ; 3
10 ; 50 ; red ; 3
20 ; 50 ; red ; 3
30 ; 50 ; red ; 3
40 ; 50 ; red ; 3
50 ; 50 ; red ; 3
60 ; 50 ; red ; 3
70 ; 50 ; red ; 3
80 ; 50 ; red ; 3
90 ; 50 ; red ; 3
100 ; 50 ; red ; 3
110 ; 50 ; red ; 3
120 ; 50 ; red ; 3
130 ; 50 ; red ; 3
140 ; 50 ; red ; 3
150 ; 50 ; red ; 3
160 ; 50 ; red ; 3
170 ; 50 ; red ; 3
180 ; 50 ; red ; 3
190 ; 50 ; red ; 3
200 ; 50 ; red ; 3
210 ; 50 ; red ; 3
220 ; 50 ; red ; 3
230 ; 50 ; red ; 3
240 ; 50 ; red ; 3
250 ; 50 ; red ; 3
260 ; 50 ; red ; 3
270 ; 50 ; red ; 3
280 ; 50 ; red ; 3
290 ; 50 ; red ; 3
300 ; 50 ; red ; 3
310 ; 50 ; red ; 3
320 ; 50 ; red ; 3
330 ; 50 ; red ; 3
340 ; 50 ; red ; 3
350 ; 50 ; red ; 3
360 ; 50 ; red ; 3
370 ; 50 ; red ; 3
380 ; 50 ; red ; 3
390 ; 50 ; red ; 3
400 ; 50 ; red ; 3
410 ; 50 ; red ; 3
420 ; 50 ; red ; 3
430 ; 50 ; red ; 3
440 ; 50 ; red ; 3
450 ; 50 ; red ; 3
460 ; 50 ; red ; 3
470 ; 50 ; red ; 3
480 ; 50 ; red ; 3
490 ; 50 ; red ; 3
500 ; 50 ; red ; 3
0 ; 75 ; red ; 3
10 ; 75 ; red ; 3
20 ; 75 ; red ; 3
30 ; 75 ; red ; 3
40 ; 75 ; red ; 3
50 ; 75 ; red ; 3
60 ; 75 ; red ; 3
70 ; 75 ; red ; 3
80 ; 75 ; red ; 3
90 ; 75 ; red ; 3
100 ; 75 ; red ; 3
110 ; 75 ; red ; 3
120 ; 75 ; red ; 3
130 ; 75 ; red ; 3
140 ; 75 ; red ; 3
150 ; 75 ; red ; 3
160 ; 75 ; red ; 3
170 ; 75 ; red ; 3
180 ; 75 ; red ; 3
190 ; 75 ; red ; 3
200 ; 75 ; red ; 3
210 ; 75 ; red ; 3
220 ; 75 ; red ; 3
230 ; 75 ; red ; 3
240 ; 75 ; red ; 3
280 ; 75 ; red ; 3
290 ; 75 ; red ; 3
300 ; 75 ; red ; 3
310 ; 75 ; red ; 3
320 ; 75 ; red ; 3
330 ; 75 ; red ; 3
340 ; 75 ; red ; 3
350 ; 75 ; red ; 3
360 ; 75 ; red ; 3
370 ; 75 ; red ; 3
380 ; 75 ; red ; 3
390 ; 75 ; red ; 3
400 ; 75 ; red ; 3
410 ; 75 ; red ; 3
420 ; 75 ; red ; 3
430 ; 75 ; red ; 3
440 ; 75 ; red ; 3
450 ; 75 ; red ; 3
460 ; 75 ; red ; 3
470 ; 75 ; red ; 3
480 ; 75 ; red ; 3
490 ; 75 ; red ; 3
500 ; 75 ; red ; 3
0 ; 100 ; red ; 3
10 ; 100 ; red ; 3
20 ; 100 ; red ; 3
30 ; 100 ; red ; 3
40 ; 100 ; red ; 3
50 ; 100 ; red ; 3
60 ; 100 ; red ; 3
70 ; 100 ; red ; 3
80 ; 100 ; red ; 3
90 ; 100 ; red ; 3
100 ; 100 ; red ; 3
110 ; 100 ; red ; 3
120 ; 100 ; red ; 3
130 ; 100 ; red ; 3
140 ; 100 ; red ; 3
150 ; 100 ; red ; 3
160 ; 100 ; red ; 3
170 ; 100 ; red ; 3
180 ; 100 ; red ; 3
190 ; 100 ; red ; 3
200 ; 100 ; red ; 3
210 ; 100 ; red ; 3
220 ; 100 ; red ; 3
230 ; 100 ; red ; 3
240 ; 100 ; red ; 3
250 ; 100 ; red ; 3
260 ; 100 ; red ; 3
270 ; 100 ; red ; 3
280 ; 100 ; red ; 3
290 ; 100 ; red ; 3
300 ; 100 ; red ; 3
310 ; 100 ; red ; 3
320 ; 100 ; red ; 3
330 ; 100 ; red ; 3
340 ; 100 ; red ; 3
350 ; 100 ; red ; 3
360 ; 100 ; red ; 3
370 ; 100 ; red ; 3
380 ; 100 ; red ; 3
390 ; 100 ; red ; 3
400 ; 100 ; red ; 3
410 ; 100 ; red ; 3
